game_name,id,type,region,languages,title,year,month,day,rom_name
BioShock Infinite,NPUB31128,SEN,,,BioShock Infinite,2021,,,BioShock Infinite.iso
Magrunner - Dark Pulse (EN),NPUB31129,SEN,,EN,Magrunner - Dark Pulse,2014,,,Magrunner - Dark Pulse (EN).iso
Star Wars Pinball - Balance of the Force (EN),NPUB31132,SEN,,EN,Star Wars Pinball - Balance of the Force,2021,,,Star Wars Pinball - Balance of the Force (EN).iso
Tales of Graces f (EN),NPUB31133,SEN,,EN,Tales of Graces f,2021,,,Tales of Graces f (EN).iso
Motorbike (EN),NPUB31134,SEN,,EN,Motorbike,2021,,,Motorbike (EN).iso
Tales of Xillia (EN),NPUB31136,SEN,,EN,Tales of Xillia,2021,,,Tales of Xillia (EN).iso
Port Royale 3 - Pirates & Merchants,NPUB31138,SEN,,,Port Royale 3 - Pirates & Merchants,2021,,,Port Royale 3 - Pirates & Merchants.iso
Strider (EN),NPUB31139,SEN,,EN,Strider,2014,,,Strider (EN).iso
God Mode (EN),NPUB31140,SEN,,EN,God Mode,2021,,,God Mode (EN).iso
Far Cry 3 - Blood Dragon (EN),NPUB31142,SEN,,EN,Far Cry 3 - Blood Dragon,2015,,,Far Cry 3 - Blood Dragon (EN).iso
Blazing Angels 2 - Secret Missions of WWII,NPUB31143,SEN,,,Blazing Angels 2 - Secret Missions of WWII,2021,,,Blazing Angels 2 - Secret Missions of WWII.iso
Sniper - Ghost Warrior 2 (EN),NPUB31144,SEN,,EN,Sniper - Ghost Warrior 2,2021,,,Sniper - Ghost Warrior 2 (EN).iso
Dead Island - Riptide (EN),NPUB31145,SEN,,EN,Dead Island - Riptide,2021,,,Dead Island - Riptide (EN).iso
Tomb Raider,NPUB31146,SEN,,,Tomb Raider,2021,,,Tomb Raider.iso
Heavy Fire - Shattered Spear (EN),NPUB31147,SEN,,EN,Heavy Fire - Shattered Spear,2021,,,Heavy Fire - Shattered Spear (EN).iso
Battlefield 4 (EN),NPUB31148,SEN,,EN,Battlefield 4,2014,,,Battlefield 4 (EN).iso
Star Trek,NPUB31149,SEN,,,Star Trek,2021,,,Star Trek.iso
Mars - War Logs (EN),NPUB31150,SEN,,EN,Mars - War Logs,2021,,,Mars - War Logs (EN).iso
Grand Theft Auto V (EN),NPUB31154,SEN,,EN,Grand Theft Auto V,2014,,,Grand Theft Auto V (EN).iso
Earth Defense Force - Insect Armageddon (EN),NPUB31155,SEN,,EN,Earth Defense Force - Insect Armageddon,2021,,,Earth Defense Force - Insect Armageddon (EN).iso
Knytt Underground Sountrack,NPUB31158,SEN,,,Knytt Underground Sountrack,2021,,,Knytt Underground Sountrack.iso
"Smurfs 2, The (EN)",NPUB31160,SEN,,EN,"Smurfs 2, The",2021,,,"Smurfs 2, The (EN).iso"
Do Not Fall (EN),NPUB31161,SEN,,EN,Do Not Fall,2021,,,Do Not Fall (EN).iso
"Last Bounty Hunter, The",NPUB31162,SEN,,,"Last Bounty Hunter, The",2021,,,"Last Bounty Hunter, The.iso"
Superfrog HD,NPUB31163,SEN,,,Superfrog HD,2021,,,Superfrog HD.iso
Earth Defense Force 2025 (EN),NPUB31164,SEN,,EN,Earth Defense Force 2025,2014,1,1,Earth Defense Force 2025 (EN).iso
Serious Sam 3 - BFE (EN),NPUB31165,SEN,,EN,Serious Sam 3 - BFE,2021,,,Serious Sam 3 - BFE (EN).iso
Street Fighter X Tekken,NPUB31172,SEN,,,Street Fighter X Tekken,2021,,,Street Fighter X Tekken.iso
Lightning Returns - Final Fantasy XIII,NPUB31173,SEN,,,Lightning Returns - Final Fantasy XIII,2021,,,Lightning Returns - Final Fantasy XIII.iso
Turbo - Super Stunt Squad,NPUB31175,SEN,,,Turbo - Super Stunt Squad,2021,,,Turbo - Super Stunt Squad.iso
Tiny Token Empires,NPUB31176,SEN,,,Tiny Token Empires,2021,,,Tiny Token Empires.iso
Cloudberry Kingdom (EN),NPUB31177,SEN,,EN,Cloudberry Kingdom,2021,,,Cloudberry Kingdom (EN).iso
Deadly Premonition - Director's Cut (EN),NPUB31179,SEN,,EN,Deadly Premonition - Director's Cut,2021,,,Deadly Premonition - Director's Cut (EN).iso
Disney Castle of Illusion Starring Mickey Mouse - Original Retro Game (EN),NPUB31180,SEN,,EN,Disney Castle of Illusion Starring Mickey Mouse - Original Retro Game,2014,,,Disney Castle of Illusion Starring Mickey Mouse - Original Retro Game (EN).iso
Injustice - Gods Among Us (EN),NPUB31181,SEN,,EN,Injustice - Gods Among Us,2021,,,Injustice - Gods Among Us (EN).iso
Madden NFL 25 (EN),NPUB31183,SEN,,EN,Madden NFL 25,2014,,,Madden NFL 25 (EN).iso
Ninja Gaiden 3 - Razor's Edge (EN),NPUB31184,SEN,,EN,Ninja Gaiden 3 - Razor's Edge,2021,,,Ninja Gaiden 3 - Razor's Edge (EN).iso
Eat Lead - The Return of Matt Hazard (EN),NPUB31186,SEN,,EN,Eat Lead - The Return of Matt Hazard,2021,,,Eat Lead - The Return of Matt Hazard (EN).iso
Killer Is Dead (EN),NPUB31188,SEN,,EN,Killer Is Dead,2021,,,Killer Is Dead (EN).iso
Time and Eternity (EN),NPUB31189,SEN,,EN,Time and Eternity,2021,,,Time and Eternity (EN).iso
Hunter's Trophy 2 - America (EN),NPUB31191,SEN,,EN,Hunter's Trophy 2 - America,2014,,,Hunter's Trophy 2 - America (EN).iso
Hunter's Trophy 2 - Australia (EN),NPUB31192,SEN,,EN,Hunter's Trophy 2 - Australia,2014,,,Hunter's Trophy 2 - Australia (EN).iso
Tales of Symphonia - Chronicles - Tales of Symphonia HD (EN),NPUB31193,SEN,,EN,Tales of Symphonia - Chronicles - Tales of Symphonia HD,2014,,,Tales of Symphonia - Chronicles - Tales of Symphonia HD (EN).iso
Tales of Symphonia - Chronicles - Dawn of the New World HD (EN),NPUB31194,SEN,,EN,Tales of Symphonia - Chronicles - Dawn of the New World HD,2014,,,Tales of Symphonia - Chronicles - Dawn of the New World HD (EN).iso
Soulcalibur V,NPUB31195,SEN,,,Soulcalibur V,2021,,,Soulcalibur V.iso
Deathmatch Village (EN),NPUB31197,SEN,,EN,Deathmatch Village,2021,,,Deathmatch Village (EN).iso
XCOM - Enemy Within (EN),NPUB31198,SEN,,EN,XCOM - Enemy Within,2021,,,XCOM - Enemy Within (EN).iso
Luftrausers (EN),NPUB31199,SEN,,EN,Luftrausers,2021,,,Luftrausers (EN).iso
Hotline Miami (EN),NPUB31200,SEN,,EN,Hotline Miami,2014,,,Hotline Miami (EN).iso
Destiny - Pre-Order (EN),NPUB31202,SEN,,EN,Destiny - Pre-Order,2014,,,Destiny - Pre-Order (EN).iso
Sonic Unleashed (EN),NPUB31204,SEN,,EN,Sonic Unleashed,2014,4,8,Sonic Unleashed (EN).iso
Resonance of Fate,NPUB31205,SEN,,,Resonance of Fate,2021,,,Resonance of Fate.iso
NHL 14 (EN),NPUB31207,SEN,,EN,NHL 14,2014,,,NHL 14 (EN).iso
Sanctum 2 (EN),NPUB31209,SEN,,EN,Sanctum 2,2021,,,Sanctum 2 (EN).iso
Poker Night 2 (EN),NPUB31210,SEN,,EN,Poker Night 2,2014,,,Poker Night 2 (EN).iso
Teenage Mutant Ninja Turtles - Out of the Shadows (EN),NPUB31217,SEN,,EN,Teenage Mutant Ninja Turtles - Out of the Shadows,2014,,,Teenage Mutant Ninja Turtles - Out of the Shadows (EN).iso
Rayman Legends,NPUB31218,SEN,,,Rayman Legends,2021,,,Rayman Legends.iso
Metro - Last Light (EN),NPUB31219,SEN,,EN,Metro - Last Light,2021,,,Metro - Last Light (EN).iso
R.I.P.D. - Rest in Peace Department - The Game (EN),NPUB31221,SEN,,EN,R.I.P.D. - Rest in Peace Department - The Game,2021,,,R.I.P.D. - Rest in Peace Department - The Game (EN).iso
FIFA 14 (EN),NPUB31223,SEN,,EN,FIFA 14,2014,,,FIFA 14 (EN).iso
Fast & Furious - Showdown (EN),NPUB31224,SEN,,EN,Fast & Furious - Showdown,2021,,,Fast & Furious - Showdown (EN).iso
Narco Terror (EN),NPUB31225,SEN,,EN,Narco Terror,2014,,,Narco Terror (EN).iso
Hakuoki - Stories of the Shinsengumi (EN),NPUB31226,SEN,,EN,Hakuoki - Stories of the Shinsengumi,2014,1,1,Hakuoki - Stories of the Shinsengumi (EN).iso
Beer Pong (EN),NPUB31227,SEN,,EN,Beer Pong,2014,,,Beer Pong (EN).iso
Ride to Hell - Retribution (EN),NPUB31230,SEN,,EN,Ride to Hell - Retribution,2021,,,Ride to Hell - Retribution (EN).iso
Farming Simulator (EN),NPUB31231,SEN,,EN,Farming Simulator,2014,,,Farming Simulator (EN).iso
Wolfenstein 3D (EN),NPUB31233,SEN,,EN,Wolfenstein 3D,2015,,,Wolfenstein 3D (EN).iso
Dynasty Warriors 8,NPUB31234,SEN,,,Dynasty Warriors 8,2021,,,Dynasty Warriors 8.iso
Dragon's Crown (EN),NPUB31235,SEN,,EN,Dragon's Crown,2021,,,Dragon's Crown (EN).iso
LEGO Marvel Super Heroes (EN),NPUB31236,SEN,,EN,LEGO Marvel Super Heroes,2014,,,LEGO Marvel Super Heroes (EN).iso
How to Survive (EN),NPUB31240,SEN,,EN,How to Survive,2014,,,How to Survive (EN).iso
Hatsune Miku - Project Diva F (EN),NPUB31241,SEN,,EN,Hatsune Miku - Project Diva F,2014,1,1,Hatsune Miku - Project Diva F (EN).iso
Thomas Was Alone (EN),NPUB31243,SEN,,EN,Thomas Was Alone,2021,,,Thomas Was Alone (EN).iso
Assassin's Creed - Liberation HD (EN),NPUB31244,SEN,,EN,Assassin's Creed - Liberation HD,2014,,,Assassin's Creed - Liberation HD (EN).iso
Armored Core - Verdict Day (EN),NPUB31245,SEN,,EN,Armored Core - Verdict Day,2014,,,Armored Core - Verdict Day (EN).iso
Assassin's Creed IV - Black Flag (EN),NPUB31246,SEN,,EN,Assassin's Creed IV - Black Flag,2014,,,Assassin's Creed IV - Black Flag (EN).iso
Final Fantasy X - X2 HD (EN),NPUB31247,SEN,,EN,Final Fantasy X - X2 HD,2021,,,Final Fantasy X - X2 HD (EN).iso
Tom Clancy's Splinter Cell - Blacklist (EN),NPUB31248,SEN,,EN,Tom Clancy's Splinter Cell - Blacklist,2021,,,Tom Clancy's Splinter Cell - Blacklist (EN).iso
Arcania - The Complete Tale (EN),NPUB31249,SEN,,EN,Arcania - The Complete Tale,2014,,,Arcania - The Complete Tale (EN).iso
Tekken Revolution (EN),NPUB31250,SEN,,EN,Tekken Revolution,2015,,,Tekken Revolution (EN).iso
Drakengard 3 (EN),NPUB31251,SEN,,EN,Drakengard 3,2021,,,Drakengard 3 (EN).iso
Need for Speed - Rivals (EN),NPUB31252,SEN,,EN,Need for Speed - Rivals,2014,,,Need for Speed - Rivals (EN).iso
Watch_Dogs (EN),NPUB31254,SEN,,EN,Watch_Dogs,2014,,,Watch_Dogs (EN).iso
Final Fantasy XIV - A Realm Reborn (EN),NPUB31255,SEN,,EN,Final Fantasy XIV - A Realm Reborn,2014,,,Final Fantasy XIV - A Realm Reborn (EN).iso
Yaiba - Ninja Gaiden Z (EN),NPUB31256,SEN,,EN,Yaiba - Ninja Gaiden Z,2014,,,Yaiba - Ninja Gaiden Z (EN).iso
Saints Row IV (EN),NPUB31257,SEN,,EN,Saints Row IV,2014,,,Saints Row IV (EN).iso
Final Exam (EN),NPUB31258,SEN,,EN,Final Exam,2014,,,Final Exam (EN).iso
Painkiller - Hell & Damnation (EN),NPUB31259,SEN,,EN,Painkiller - Hell & Damnation,2021,,,Painkiller - Hell & Damnation (EN).iso
Stealth Inc. - A Clone in the Dark (EN),NPUB31260,SEN,,EN,Stealth Inc. - A Clone in the Dark,2021,,,Stealth Inc. - A Clone in the Dark (EN).iso
Batman - Arkham Origins (EN),NPUB31261,SEN,,EN,Batman - Arkham Origins,2014,,,Batman - Arkham Origins (EN).iso
Hot Wheels - World's Best Driver (EN),NPUB31262,SEN,,EN,Hot Wheels - World's Best Driver,2014,,,Hot Wheels - World's Best Driver (EN).iso
Flashback (EN),NPUB31265,SEN,,EN,Flashback,2021,,,Flashback (EN).iso
"Bureau, The - XCOM Declassified (EN)",NPUB31266,SEN,,EN,"Bureau, The - XCOM Declassified",2014,,,"Bureau, The - XCOM Declassified (EN).iso"
Shaun White Skateboarding,NPUB31269,SEN,,,Shaun White Skateboarding,2021,,,Shaun White Skateboarding.iso
Shake Spears! (EN),NPUB31270,SEN,,EN,Shake Spears!,2021,,,Shake Spears! (EN).iso
Atomic Ninjas (EN),NPUB31271,SEN,,EN,Atomic Ninjas,2014,,,Atomic Ninjas (EN).iso
Giana Sisters - Twisted Dreams (EN),NPUB31272,SEN,,EN,Giana Sisters - Twisted Dreams,2021,,,Giana Sisters - Twisted Dreams (EN).iso
BlazBlue: Chrono Phantasma (EN),NPUB31277,SEN,,EN,BlazBlue: Chrono Phantasma,2014,,,BlazBlue: Chrono Phantasma (EN).iso
Marvel Puzzle Quest (EN),NPUB31278,SEN,,EN,Marvel Puzzle Quest,2021,,,Marvel Puzzle Quest (EN).iso
Divekick (EN),NPUB31279,SEN,,EN,Divekick,2014,,,Divekick (EN).iso
Ms. Germinator,NPUB31281,SEN,,,Ms. Germinator,2021,,,Ms. Germinator.iso
Adventure Time - Explore the Dungeon Because I DON'T KNOW! (EN),NPUB31282,SEN,,EN,Adventure Time - Explore the Dungeon Because I DON'T KNOW!,2014,,,Adventure Time - Explore the Dungeon Because I DON'T KNOW! (EN).iso
Ben 10 Omniverse 2 (EN),NPUB31283,SEN,,EN,Ben 10 Omniverse 2,2014,,,Ben 10 Omniverse 2 (EN).iso
Thunder Wolves (EN),NPUB31284,SEN,,EN,Thunder Wolves,2021,,,Thunder Wolves (EN).iso
Murdered - Soul Suspect (EN),NPUB31285,SEN,,EN,Murdered - Soul Suspect,2014,,,Murdered - Soul Suspect (EN).iso
Battle of Tiles EX (EN),NPUB31287,SEN,,EN,Battle of Tiles EX,2014,,,Battle of Tiles EX (EN).iso
Spelunky (EN),NPUB31288,SEN,,EN,Spelunky,2021,,,Spelunky (EN).iso
Dead or Alive 5 Ultimate - Core Fighters (EN),NPUB31289,SEN,,EN,Dead or Alive 5 Ultimate - Core Fighters,2014,,,Dead or Alive 5 Ultimate - Core Fighters (EN).iso
Pac-Man and the Ghostly Adventures (EN),NPUB31290,SEN,,EN,Pac-Man and the Ghostly Adventures,2014,,,Pac-Man and the Ghostly Adventures (EN).iso
Sniper Elite V2 (EN),NPUB31291,SEN,,EN,Sniper Elite V2,2014,,,Sniper Elite V2 (EN).iso
Ultra Street Fighter IV,NPUB31292,SEN,,,Ultra Street Fighter IV,2021,,,Ultra Street Fighter IV.iso
Air Conflicts - Pacific Carriers (EN),NPUB31293,SEN,,EN,Air Conflicts - Pacific Carriers,2014,,,Air Conflicts - Pacific Carriers (EN).iso
Payday 2 (EN),NPUB31294,SEN,,EN,Payday 2,2014,,,Payday 2 (EN).iso
One Piece - Pirate Warriors 2 (EN),NPUB31295,SEN,,EN,One Piece - Pirate Warriors 2,2014,,,One Piece - Pirate Warriors 2 (EN).iso
Wolfenstein - The New Order (EN),NPUB31297,SEN,,EN,Wolfenstein - The New Order,2014,,,Wolfenstein - The New Order (EN).iso
Stick It to the Man! (EN),NPUB31298,SEN,,EN,Stick It to the Man!,2021,,,Stick It to the Man! (EN).iso
Diablo III (EN),NPUB31299,SEN,,EN,Diablo III,2021,,,Diablo III (EN).iso
Call of Duty - Ghosts (EN),NPUB31301,SEN,,EN,Call of Duty - Ghosts,2014,1,1,Call of Duty - Ghosts (EN).iso
South Park - The Stick of Truth (EN),NPUB31306,SEN,,EN,South Park - The Stick of Truth,2021,,,South Park - The Stick of Truth (EN).iso
Angry Birds Star Wars (EN),NPUB31307,SEN,,EN,Angry Birds Star Wars,2014,,,Angry Birds Star Wars (EN).iso
Cabela's Big Game Hunter - Pro Hunts (EN),NPUB31308,SEN,,EN,Cabela's Big Game Hunter - Pro Hunts,2014,,,Cabela's Big Game Hunter - Pro Hunts (EN).iso
Cabela's African Adventures (EN),NPUB31309,SEN,,EN,Cabela's African Adventures,2014,1,1,Cabela's African Adventures (EN).iso
SpongeBob SquarePants - Plankton's Robotic Revenge (EN),NPUB31310,SEN,,EN,SpongeBob SquarePants - Plankton's Robotic Revenge,2014,,,SpongeBob SquarePants - Plankton's Robotic Revenge (EN).iso
NBA 2K14 (EN),NPUB31311,SEN,,EN,NBA 2K14,2014,,,NBA 2K14 (EN).iso
Zone of the Enders HD Edition (EN),NPUB31313,SEN,,EN,Zone of the Enders HD Edition,2014,,,Zone of the Enders HD Edition (EN).iso
Zone Of The Enders - The 2nd Runner HD Edition (EN),NPUB31314,SEN,,EN,Zone Of The Enders - The 2nd Runner HD Edition,2014,1,1,Zone Of The Enders - The 2nd Runner HD Edition (EN).iso
Dragon Fantasy - Book II (EN),NPUB31317,SEN,,EN,Dragon Fantasy - Book II,2014,,,Dragon Fantasy - Book II (EN).iso
Metal Gear Solid 5 - Ground Zeroes,NPUB31318,SEN,,,Metal Gear Solid 5 - Ground Zeroes,2021,,,Metal Gear Solid 5 - Ground Zeroes.iso
Splice (EN),NPUB31319,SEN,,EN,Splice,2015,,,Splice (EN).iso
"Guided Fate Paradox, The (EN)",NPUB31320,SEN,,EN,"Guided Fate Paradox, The",2014,,,"Guided Fate Paradox, The (EN).iso"
Disgaea D2 - A Brighter Darkness,NPUB31321,SEN,,,Disgaea D2 - A Brighter Darkness,2021,,,Disgaea D2 - A Brighter Darkness.iso
Dragon Ball Z - Battle of Z (EN),NPUB31322,SEN,,EN,Dragon Ball Z - Battle of Z,2014,,,Dragon Ball Z - Battle of Z (EN).iso
Just Dance 2014 (EN),NPUB31323,SEN,,EN,Just Dance 2014,2014,,,Just Dance 2014 (EN).iso
Deux Ex - Human Revolution - Director's Cut,NPUB31324,SEN,,,Deux Ex - Human Revolution - Director's Cut,2021,,,Deux Ex - Human Revolution - Director's Cut.iso
Lone Survivor - The Director's Cut (EN),NPUB31325,SEN,,EN,Lone Survivor - The Director's Cut,2021,,,Lone Survivor - The Director's Cut (EN).iso
Air Conflicts: Vietnam (EN),NPUB31335,SEN,,EN,Air Conflicts: Vietnam,2014,1,1,Air Conflicts: Vietnam (EN).iso
Aqua Pazza (EN),NPUB31336,SEN,,EN,Aqua Pazza,2014,,,Aqua Pazza (EN).iso
PES 2014 - Pro Evolution Soccer,NPUB31337,SEN,,,PES 2014 - Pro Evolution Soccer,2021,,,PES 2014 - Pro Evolution Soccer.iso
Transformers - Rise of the Dark Spark (EN),NPUB31339,SEN,,EN,Transformers - Rise of the Dark Spark,2014,,,Transformers - Rise of the Dark Spark (EN).iso
Chaos Code (EN),NPUB31340,SEN,,EN,Chaos Code,2014,,,Chaos Code (EN).iso
Super Motherload (EN),NPUB31341,SEN,,EN,Super Motherload,2021,,,Super Motherload (EN).iso
Enslaved - Odyssey to the West - Premium Edition,NPUB31342,SEN,,,Enslaved - Odyssey to the West - Premium Edition,2021,,,Enslaved - Odyssey to the West - Premium Edition.iso
WWE 2K14 (EN),NPUB31343,SEN,,EN,WWE 2K14,2014,,,WWE 2K14 (EN).iso
Proteus,NPUB31344,SEN,,,Proteus,2021,,,Proteus.iso
Soulcalibur - Lost Swords (EN),NPUB31345,SEN,,EN,Soulcalibur - Lost Swords,2014,,,Soulcalibur - Lost Swords (EN).iso
R-Type Dimensions (EN),NPUB31346,SEN,,EN,R-Type Dimensions,2014,,,R-Type Dimensions (EN).iso
Ace Combat - Infinity (EN),NPUB31347,SEN,,EN,Ace Combat - Infinity,2014,,,Ace Combat - Infinity (EN).iso
Magus,NPUB31348,SEN,,,Magus,2021,,,Magus.iso
Defense Technica (EN),NPUB31350,SEN,,EN,Defense Technica,2021,,,Defense Technica (EN).iso
"Amazing Spider-Man 2, The (EN)",NPUB31351,SEN,,EN,"Amazing Spider-Man 2, The",2014,1,1,"Amazing Spider-Man 2, The (EN).iso"
Castlevania - Lords of Shadow - Mirror of Fate HD (EN),NPUB31352,SEN,,EN,Castlevania - Lords of Shadow - Mirror of Fate HD,2021,,,Castlevania - Lords of Shadow - Mirror of Fate HD (EN).iso
Truck Racer,NPUB31353,SEN,,,Truck Racer,2021,,,Truck Racer.iso
Anna - Extended Edition (EN),NPUB31354,SEN,,EN,Anna - Extended Edition,2021,,,Anna - Extended Edition (EN).iso
Dark Souls II (EN),NPUB31358,SEN,,EN,Dark Souls II,2021,,,Dark Souls II (EN).iso
Kung Fu Rabbit (EN),NPUB31359,SEN,,EN,Kung Fu Rabbit,2021,,,Kung Fu Rabbit (EN).iso
Rainbow Skies,NPUB31360,SEN,,,Rainbow Skies,2021,,,Rainbow Skies.iso
A-Men 2,NPUB31363,SEN,,,A-Men 2,2021,,,A-Men 2.iso
Contrast (EN),NPUB31364,SEN,,EN,Contrast,2014,,,Contrast (EN).iso
Aabs Animals (EN),NPUB31365,SEN,,EN,Aabs Animals,2014,,,Aabs Animals (EN).iso
Soulcalibur II HD Online (EN),NPUB31366,SEN,,EN,Soulcalibur II HD Online,2021,,,Soulcalibur II HD Online (EN).iso
Tiny Brains (EN),NPUB31367,SEN,,EN,Tiny Brains,2021,,,Tiny Brains (EN).iso
Dustforce (EN),NPUB31368,SEN,,EN,Dustforce,2021,,,Dustforce (EN).iso
Treasures of Montezuma - Arena,NPUB31369,SEN,,,Treasures of Montezuma - Arena,2021,,,Treasures of Montezuma - Arena.iso
Raiden IV - OverKill (EN),NPUB31371,SEN,,EN,Raiden IV - OverKill,2021,,,Raiden IV - OverKill (EN).iso
Castlevania - Lords of Shadow 2 (EN),NPUB31372,SEN,,EN,Castlevania - Lords of Shadow 2,2014,1,1,Castlevania - Lords of Shadow 2 (EN).iso
Dynasty Warriors 7 (EN),NPUB31375,SEN,,EN,Dynasty Warriors 7,2014,,,Dynasty Warriors 7 (EN).iso
"Wolf Among Us, The - Episode 1 - Faith",NPUB31376,SEN,,,"Wolf Among Us, The - Episode 1 - Faith",2021,,,"Wolf Among Us, The - Episode 1 - Faith.iso"
Injustice - Gods Among Us - Ultimate Edition,NPUB31377,SEN,,,Injustice - Gods Among Us - Ultimate Edition,2021,,,Injustice - Gods Among Us - Ultimate Edition.iso
Duke Nukem 3D - Megaton Edition (EN),NPUB31378,SEN,,EN,Duke Nukem 3D - Megaton Edition,2014,,,Duke Nukem 3D - Megaton Edition (EN).iso
Adam's Venture Chronicles,NPUB31379,SEN,,,Adam's Venture Chronicles,2021,,,Adam's Venture Chronicles.iso
Tales from Space - Mutant Blobs Attack!!!,NPUB31380,SEN,,,Tales from Space - Mutant Blobs Attack!!!,2021,,,Tales from Space - Mutant Blobs Attack!!!.iso
XBLAZE Code: Embryo (EN),NPUB31382,SEN,,EN,XBLAZE Code: Embryo,2014,,,XBLAZE Code: Embryo (EN).iso
Pac-Man Museum (EN),NPUB31383,SEN,,EN,Pac-Man Museum,2014,,,Pac-Man Museum (EN).iso
Young Justice - Legacy (EN),NPUB31384,SEN,,EN,Young Justice - Legacy,2021,,,Young Justice - Legacy (EN).iso
Ethan - Meteor Hunter (EN),NPUB31385,SEN,,EN,Ethan - Meteor Hunter,2021,,,Ethan - Meteor Hunter (EN).iso
Pacific Rim (EN),NPUB31387,SEN,,EN,Pacific Rim,2014,,,Pacific Rim (EN).iso
Hyperdimension Neptunia Victory (EN),NPUB31389,SEN,,EN,Hyperdimension Neptunia Victory,2021,,,Hyperdimension Neptunia Victory (EN).iso
"LEGO Movie, The - Videogame",NPUB31390,SEN,,,"LEGO Movie, The - Videogame",2021,,,"LEGO Movie, The - Videogame.iso"
JoJo's Bizarre Adventure - All-Star Battle (EN),NPUB31391,SEN,,EN,JoJo's Bizarre Adventure - All-Star Battle,2014,,,JoJo's Bizarre Adventure - All-Star Battle (EN).iso
"Evil Within, The (EN)",NPUB31392,SEN,,EN,"Evil Within, The",2015,,,"Evil Within, The (EN).iso"
Blood Knights (EN),NPUB31394,SEN,,EN,Blood Knights,2014,,,Blood Knights (EN).iso
NASCAR '14 (EN),NPUB31395,SEN,,EN,NASCAR '14,2014,,,NASCAR '14 (EN).iso
Velocity Ultra (EN),NPUB31396,SEN,,EN,Velocity Ultra,2021,,,Velocity Ultra (EN).iso
Abyss Odyssey (EN),NPUB31397,SEN,,EN,Abyss Odyssey,2021,,,Abyss Odyssey (EN).iso
Valiant Hearts - The Great War (EN),NPUB31400,SEN,,EN,Valiant Hearts - The Great War,2014,,,Valiant Hearts - The Great War (EN).iso
The Raven: Legacy of a Master Thief (EN),NPUB31401,SEN,,EN,The Raven: Legacy of a Master Thief,2014,1,1,The Raven: Legacy of a Master Thief (EN).iso
Guacamelee!,NPUB31402,SEN,,,Guacamelee!,2021,,,Guacamelee!.iso
Thief,NPUB31403,SEN,,,Thief,2021,,,Thief.iso
"Walking Dead, The - Season 2 - Episode 1 - All That Remains (EN)",NPUB31404,SEN,,EN,"Walking Dead, The - Season 2 - Episode 1 - All That Remains",2014,1,1,"Walking Dead, The - Season 2 - Episode 1 - All That Remains (EN).iso"
Ragnarok Odyssey Ace (EN),NPUB31406,SEN,,EN,Ragnarok Odyssey Ace,2014,,,Ragnarok Odyssey Ace (EN).iso
Forest Legends - The Call of Love (EN),NPUB31407,SEN,,EN,Forest Legends - The Call of Love,2021,,,Forest Legends - The Call of Love (EN).iso
Slender - The Arrival (EN),NPUB31410,SEN,,EN,Slender - The Arrival,2021,,,Slender - The Arrival (EN).iso
Best of Board Games,NPUB31412,SEN,,,Best of Board Games,2021,,,Best of Board Games.iso
Best of Arcade Games (EN),NPUB31413,SEN,,EN,Best of Arcade Games,2021,,,Best of Arcade Games (EN).iso
Oddworld - New 'n' Tasty (EN),NPUB31414,SEN,,EN,Oddworld - New 'n' Tasty,2021,,,Oddworld - New 'n' Tasty (EN).iso
Mutant Mudds Deluxe (EN),NPUB31415,SEN,,EN,Mutant Mudds Deluxe,2021,,,Mutant Mudds Deluxe (EN).iso
Rambo - The Video Game (EN),NPUB31416,SEN,,EN,Rambo - The Video Game,2014,,,Rambo - The Video Game (EN).iso
How to Train Your Dragon 2 (EN),NPUB31417,SEN,,EN,How to Train Your Dragon 2,2014,,,How to Train Your Dragon 2 (EN).iso
Minecraft - PlayStation 3 Edition (EN),NPUB31419,SEN,,EN,Minecraft - PlayStation 3 Edition,2014,1,1,Minecraft - PlayStation 3 Edition (EN).iso
Ace Combat - Infinity (EN),NPUB31420,SEN,,EN,Ace Combat - Infinity,2014,,,Ace Combat - Infinity (EN).iso
2014 FIFA World Cup Brazil (EN),NPUB31421,SEN,,EN,2014 FIFA World Cup Brazil,2014,,,2014 FIFA World Cup Brazil (EN).iso
"Witch and the Hundred Knight, The",NPUB31422,SEN,,,"Witch and the Hundred Knight, The",2021,,,"Witch and the Hundred Knight, The.iso"
Backgammon Blitz (EN),NPUB31423,SEN,,EN,Backgammon Blitz,2014,,,Backgammon Blitz (EN).iso
"Swapper, The (EN)",NPUB31424,SEN,,EN,"Swapper, The",2021,,,"Swapper, The (EN).iso"
Titan Attacks! (EN),NPUB31425,SEN,,EN,Titan Attacks!,2021,,,Titan Attacks! (EN).iso
Short Peace - Ranko Tsukigime's Longest Day,NPUB31427,SEN,,,Short Peace - Ranko Tsukigime's Longest Day,2021,,,Short Peace - Ranko Tsukigime's Longest Day.iso
Atelier Escha & Logy - Alchemists of the Dusk Sky (EN),NPUB31428,SEN,,EN,Atelier Escha & Logy - Alchemists of the Dusk Sky,2014,1,1,Atelier Escha & Logy - Alchemists of the Dusk Sky (EN).iso
LEGO The Hobbit,NPUB31429,SEN,,,LEGO The Hobbit,2021,,,LEGO The Hobbit.iso
Child of Light (EN),NPUB31430,SEN,,EN,Child of Light,2014,,,Child of Light (EN).iso
