game_name,id,type,region,languages,title,year,month,day,rom_name
"Toro! Let's Party! (PlayStation 3 the Best) (Taiwan) (EN,JA,ZHTW)",BCAS20131,PS3,NTSC-A,"EN,JA,ZHTW",Toro! Let's Party! (PlayStation 3 the Best),2010,7,1,"Toro! Let's Party! (PlayStation 3 the Best) (Taiwan) (EN,JA,ZHTW).iso"
"Kung Fu Rider (Taiwan) (EN,ZHTW)",BCAS20132,PS3,NTSC-A,"EN,ZHTW",Kung Fu Rider,2010,9,15,"Kung Fu Rider (Taiwan) (EN,ZHTW).iso"
"echochrome ii (Taiwan) (EN,ZHTW)",BCAS20133,PS3,NTSC-A,"EN,ZHTW",echochrome ii,2010,12,23,"echochrome ii (Taiwan) (EN,ZHTW).iso"
The Shoot (Taiwan) (EN),BCAS20134,PS3,NTSC-A,EN,The Shoot,2010,10,14,The Shoot (Taiwan) (EN).iso
Start the Party! (Taiwan) (EN),BCAS20135,PS3,NTSC-A,EN,Start the Party!,2010,9,15,Start the Party! (Taiwan) (EN).iso
3D Collection (Taiwan) (ZHTW),BCAS20136,PS3,NTSC-A,ZHTW,3D Collection,2021,,,3D Collection (Taiwan) (ZHTW).iso
Front Mission Evolved (Taiwan) (EN),BCAS20137,PS3,NTSC-A,EN,Front Mission Evolved,2010,9,27,Front Mission Evolved (Taiwan) (EN).iso
Brunswick Pro Bowling (Taiwan) (EN),BCAS20138,PS3,NTSC-A,EN,Brunswick Pro Bowling,2010,9,28,Brunswick Pro Bowling (Taiwan) (EN).iso
Mobile Suit Gundam - Senki Record U.C. 0081 (PlayStation 3 the Best) (Taiwan) (JA),BCAS20139,PS3,NTSC-A,JA,Mobile Suit Gundam - Senki Record U.C. 0081 (PlayStation 3 the Best),2010,9,16,Mobile Suit Gundam - Senki Record U.C. 0081 (PlayStation 3 the Best) (Taiwan) (JA).iso
"EyePet (Move Edition) (Taiwan) (EN,ZHTW)",BCAS20140,PS3,NTSC-A,"EN,ZHTW",EyePet (Move Edition),2010,10,7,"EyePet (Move Edition) (Taiwan) (EN,ZHTW).iso"
"The Fight (Taiwan) (EN,ZHTW)",BCAS20141,PS3,NTSC-A,"EN,ZHTW",The Fight,2010,11,18,"The Fight (Taiwan) (EN,ZHTW).iso"
"Uncharted 2: Among Thieves (Game of the Year Edition) (Taiwan) (EN,ZHTW)",BCAS20142,PS3,NTSC-A,"EN,ZHTW",Uncharted 2: Among Thieves (Game of the Year Edition),2010,10,7,"Uncharted 2: Among Thieves (Game of the Year Edition) (Taiwan) (EN,ZHTW).iso"
Fallout: New Vegas (Taiwan) (EN),BCAS20143,PS3,NTSC-A,EN,Fallout: New Vegas,2010,10,20,Fallout: New Vegas (Taiwan) (EN).iso
"Beat Sketch! (Taiwan) (EN,ZHTW)",BCAS20144,PS3,NTSC-A,"EN,ZHTW",Beat Sketch!,2010,11,16,"Beat Sketch! (Taiwan) (EN,ZHTW).iso"
Atelier Rorona: The Alchemist of Arland (Taiwan) (EN),BCAS20146,PS3,NTSC-A,EN,Atelier Rorona: The Alchemist of Arland,2010,9,27,Atelier Rorona: The Alchemist of Arland (Taiwan) (EN).iso
Agarest Senki 2 (Taiwan) (JA),BCAS20147,PS3,NTSC-A,JA,Agarest Senki 2,2010,9,21,Agarest Senki 2 (Taiwan) (JA).iso
Rorona no Atelier: Arland no Renkinjutsushi (Taiwan) (ZHTW),BCAS20148,PS3,NTSC-A,ZHTW,Rorona no Atelier: Arland no Renkinjutsushi,2021,,,Rorona no Atelier: Arland no Renkinjutsushi (Taiwan) (ZHTW).iso
Sly Cooper Collection (Taiwan) (EN),BCAS20149,PS3,NTSC-A,EN,Sly Cooper Collection,2010,11,16,Sly Cooper Collection (Taiwan) (EN).iso
The ICO & Shadow of the Colossus Collection (Taiwan) (EN),BCAS20150,PS3,NTSC-A,EN,The ICO & Shadow of the Colossus Collection,2011,9,22,The ICO & Shadow of the Colossus Collection (Taiwan) (EN).iso
"Gran Turismo 5 (First Print Limited Edition) (Taiwan) (EN,ZHTW)",BCAS20151,PS3,NTSC-A,"EN,ZHTW",Gran Turismo 5 (First Print Limited Edition),2010,11,24,"Gran Turismo 5 (First Print Limited Edition) (Taiwan) (EN,ZHTW).iso"
SingStar Dance (Party Pack) (Taiwan) (EN),BCAS20153,PS3,NTSC-A,EN,SingStar Dance (Party Pack),2010,11,15,SingStar Dance (Party Pack) (Taiwan) (EN).iso
"Gran Turismo 5 (Collector's Edition) (Taiwan) (EN,ZHTW)",BCAS20154,PS3,NTSC-A,"EN,ZHTW",Gran Turismo 5 (Collector's Edition),2010,11,24,"Gran Turismo 5 (Collector's Edition) (Taiwan) (EN,ZHTW).iso"
Furi Furi! Saru Get You (Taiwan) (JA),BCAS20156,PS3,NTSC-A,JA,Furi Furi! Saru Get You,2010,12,9,Furi Furi! Saru Get You (Taiwan) (JA).iso
"Killzone 2 (PlayStation3 the Best) (Taiwan) (EN,ZHTW)",BCAS20157,PS3,NTSC-A,"EN,ZHTW",Killzone 2 (PlayStation3 the Best),2010,12,3,"Killzone 2 (PlayStation3 the Best) (Taiwan) (EN,ZHTW).iso"
PlayStation 3 Big Hit Titles' Demo Collection Vol. 3 (Taiwan) (ZHTW),BCAS20158,PS3,NTSC-A,ZHTW,PlayStation 3 Big Hit Titles' Demo Collection Vol. 3,2021,,,PlayStation 3 Big Hit Titles' Demo Collection Vol. 3 (Taiwan) (ZHTW).iso
"Ape Escape On the Move! (Taiwan) (EN,ZHTW)",BCAS20159,PS3,NTSC-A,"EN,ZHTW",Ape Escape On the Move!,2011,1,31,"Ape Escape On the Move! (Taiwan) (EN,ZHTW).iso"
MotorStorm 3: Apocalypse (Taiwan) (EN),BCAS20160,PS3,NTSC-A,EN,MotorStorm 3: Apocalypse,2011,3,18,MotorStorm 3: Apocalypse (Taiwan) (EN).iso
"Mindjack (Taiwan) (EN,JA)",BCAS20161,PS3,NTSC-A,"EN,JA",Mindjack,2011,1,18,"Mindjack (Taiwan) (EN,JA).iso"
Arcana Heart 3 (Taiwan) (JA),BCAS20162,PS3,NTSC-A,JA,Arcana Heart 3,2011,1,10,Arcana Heart 3 (Taiwan) (JA).iso
"Playstation Move Heroes (Taiwan) (EN,ZHTW)",BCAS20163,PS3,NTSC-A,"EN,ZHTW",Playstation Move Heroes,2011,3,22,"Playstation Move Heroes (Taiwan) (EN,ZHTW).iso"
"Gran Turismo 5 (Dual Shock 3 bundle Pack) or (Collector's Pack 2nd Edition) (Taiwan) (EN,ZHTW)",BCAS20164,PS3,NTSC-A,"EN,ZHTW",Gran Turismo 5 (Dual Shock 3 bundle Pack) or (Collector's Pack 2nd Edition),2011,1,21,"Gran Turismo 5 (Dual Shock 3 bundle Pack) or (Collector's Pack 2nd Edition) (Taiwan) (EN,ZHTW).iso"
Hyperdimension Neptunia (Taiwan) (EN),BCAS20165,PS3,NTSC-A,EN,Hyperdimension Neptunia,2011,2,14,Hyperdimension Neptunia (Taiwan) (EN).iso
Catherine (Taiwan) (JA),BCAS20166,PS3,NTSC-A,JA,Catherine,2011,2,17,Catherine (Taiwan) (JA).iso
Samurai Dou 4 (Taiwan) (JA),BCAS20167,PS3,NTSC-A,JA,Samurai Dou 4,2011,3,3,Samurai Dou 4 (Taiwan) (JA).iso
Makai Senki Disgaea 4 (Taiwan) (JA),BCAS20168,PS3,NTSC-A,JA,Makai Senki Disgaea 4,2011,2,24,Makai Senki Disgaea 4 (Taiwan) (JA).iso
MLB 11: The Show (Taiwan) (EN),BCAS20169,PS3,NTSC-A,EN,MLB 11: The Show,2011,3,1,MLB 11: The Show (Taiwan) (EN).iso
El Shaddai: Ascension of the Metatron (Taiwan) (JA),BCAS20173,PS3,NTSC-A,JA,El Shaddai: Ascension of the Metatron,2011,4,28,El Shaddai: Ascension of the Metatron (Taiwan) (JA).iso
Man vs. Wild with Bear Grylls (Taiwan) (EN),BCAS20174,PS3,NTSC-A,EN,Man vs. Wild with Bear Grylls,2011,4,18,Man vs. Wild with Bear Grylls (Taiwan) (EN).iso
"God of War: Origins Collection (Taiwan) (EN,ZHTW)",BCAS20175,PS3,NTSC-A,"EN,ZHTW",God of War: Origins Collection,2011,9,13,"God of War: Origins Collection (Taiwan) (EN,ZHTW).iso"
NieR RepliCant (Ultimate Hits) (Taiwan) (JA),BCAS20176,PS3,NTSC-A,JA,NieR RepliCant (Ultimate Hits),2011,4,21,NieR RepliCant (Ultimate Hits) (Taiwan) (JA).iso
"Star Ocean: The Last Hope International (Ultimate Hits) (Taiwan) (EN,JA)",BCAS20177,PS3,NTSC-A,"EN,JA",Star Ocean: The Last Hope International (Ultimate Hits),2011,4,21,"Star Ocean: The Last Hope International (Ultimate Hits) (Taiwan) (EN,JA).iso"
Brink (Taiwan) (EN),BCAS20178,PS3,NTSC-A,EN,Brink,2011,5,12,Brink (Taiwan) (EN).iso
"inFamous (Taiwan) (EN,ZHCN)",BCAS20180,PS3,NTSC-A,"EN,ZHCN",inFamous,2011,5,25,"inFamous (Taiwan) (EN,ZHCN).iso"
"inFamous 2 (Taiwan) (EN,ZHTW)",BCAS20181,PS3,NTSC-A,"EN,ZHTW",inFamous 2,2011,6,7,"inFamous 2 (Taiwan) (EN,ZHTW).iso"
Atelier Meruru: The Alchemist of Arland 3 (Taiwan) (JA),BCAS20182,PS3,NTSC-A,JA,Atelier Meruru: The Alchemist of Arland 3,2011,6,23,Atelier Meruru: The Alchemist of Arland 3 (Taiwan) (JA).iso
Hunted: The Demon's Forge (Taiwan) (EN),BCAS20183,PS3,NTSC-A,EN,Hunted: The Demon's Forge,2011,6,1,Hunted: The Demon's Forge (Taiwan) (EN).iso
Cars 2: The Video Game (Taiwan) (EN),BCAS20184,PS3,NTSC-A,EN,Cars 2: The Video Game,2011,6,21,Cars 2: The Video Game (Taiwan) (EN).iso
"Disgaea 4: A Promise Unforgotten (Taiwan) (JA,ZHTW)",BCAS20185,PS3,NTSC-A,"JA,ZHTW",Disgaea 4: A Promise Unforgotten,2011,2,24,"Disgaea 4: A Promise Unforgotten (Taiwan) (JA,ZHTW).iso"
"Bleach: Soul Ignition (Taiwan) (EN,JA,ZHTW)",BCAS20186,PS3,NTSC-A,"EN,JA,ZHTW",Bleach: Soul Ignition,2011,7,28,"Bleach: Soul Ignition (Taiwan) (EN,JA,ZHTW).iso"
"No More Heroes: Red Zone Edition (Taiwan) (EN,JA)",BCAS20189,PS3,NTSC-A,"EN,JA",No More Heroes: Red Zone Edition,2011,7,21,"No More Heroes: Red Zone Edition (Taiwan) (EN,JA).iso"
"Split/Second (Taiwan) (EN,JA)",BCAS20192,PS3,NTSC-A,"EN,JA",Split/Second,2011,7,22,"Split/Second (Taiwan) (EN,JA).iso"
Toy Story 3 (Taiwan) (EN),BCAS20193,PS3,NTSC-A,EN,Toy Story 3,2011,8,1,Toy Story 3 (Taiwan) (EN).iso
Chou Jigen Game Neptune Mk2 (Taiwan) (JA),BCAS20195,PS3,NTSC-A,JA,Chou Jigen Game Neptune Mk2,2011,8,18,Chou Jigen Game Neptune Mk2 (Taiwan) (JA).iso
Final Fantasy XIII-2 (Taiwan) (JA),BCAS20196,PS3,NTSC-A,JA,Final Fantasy XIII-2,2011,12,15,Final Fantasy XIII-2 (Taiwan) (JA).iso
"Ratchet & Clank: All 4 One (Taiwan) (EN,FR,DE,ZHTW)",BCAS20200,PS3,NTSC-A,"EN,FR,DE,ZHTW",Ratchet & Clank: All 4 One,2011,10,18,"Ratchet & Clank: All 4 One (Taiwan) (EN,FR,DE,ZHTW).iso"
"LittleBigPlanet 2 (Annual Special Edition) (Taiwan) (EN,ZHTW)",BCAS20201,PS3,NTSC-A,"EN,ZHTW",LittleBigPlanet 2 (Annual Special Edition),2011,11,15,"LittleBigPlanet 2 (Annual Special Edition) (Taiwan) (EN,ZHTW).iso"
ICO (Taiwan) (JA),BCAS20202,PS3,NTSC-A,JA,ICO,2011,9,22,ICO (Taiwan) (JA).iso
Wander to Kyozou (Taiwan) (JA),BCAS20203,PS3,NTSC-A,JA,Wander to Kyozou,2011,9,22,Wander to Kyozou (Taiwan) (JA).iso
"Medieval Moves: Deadmund's Quest (Taiwan) (EN,KO,ZHTW)",BCAS20204,PS3,NTSC-A,"EN,KO,ZHTW",Medieval Moves: Deadmund's Quest,2011,11,15,"Medieval Moves: Deadmund's Quest (Taiwan) (EN,KO,ZHTW).iso"
LittleBigPlanet Karting (Taiwan) (ZHTW),BCAS20205,PS3,NTSC-A,ZHTW,LittleBigPlanet Karting,2014,1,1,LittleBigPlanet Karting (Taiwan) (ZHTW).iso
"Disgaea 4: A Promise Unforgotten (Taiwan) (EN,JA)",BCAS20206,PS3,NTSC-A,"EN,JA",Disgaea 4: A Promise Unforgotten,2011,9,6,"Disgaea 4: A Promise Unforgotten (Taiwan) (EN,JA).iso"
Minna no Golf 5 (PlayStation 3 the Best) (Taiwan) (JA),BCAS20208,PS3,NTSC-A,JA,Minna no Golf 5 (PlayStation 3 the Best),2011,9,8,Minna no Golf 5 (PlayStation 3 the Best) (Taiwan) (JA).iso
"Atelier Totori: The Adventurer of Arland (Taiwan) (EN,JA)",BCAS20209,PS3,NTSC-A,"EN,JA",Atelier Totori: The Adventurer of Arland,2011,9,27,"Atelier Totori: The Adventurer of Arland (Taiwan) (EN,JA).iso"
"Carnival Island (Taiwan) (EN,ZHTW)",BCAS20210,PS3,NTSC-A,"EN,ZHTW",Carnival Island,2011,11,15,"Carnival Island (Taiwan) (EN,ZHTW).iso"
To Heart 2 DX Plus (Taiwan) (JA),BCAS20211,PS3,NTSC-A,JA,To Heart 2 DX Plus,2011,9,22,To Heart 2 DX Plus (Taiwan) (JA).iso
EyePet & Friends (Taiwan) (EN),BCAS20212,PS3,NTSC-A,EN,EyePet & Friends,2011,11,15,EyePet & Friends (Taiwan) (EN).iso
"Start the Party 2! Save the World (Taiwan) (EN,ZHTW)",BCAS20213,PS3,NTSC-A,"EN,ZHTW",Start the Party 2! Save the World,2011,11,23,"Start the Party 2! Save the World (Taiwan) (EN,ZHTW).iso"
Disney Universe (Taiwan) (ZHTW),BCAS20215,PS3,NTSC-A,ZHTW,Disney Universe,2011,10,25,Disney Universe (Taiwan) (ZHTW).iso
Ni no Kuni: Shiroki Seihai no Joou (Taiwan) (JA),BCAS20218,PS3,NTSC-A,JA,Ni no Kuni: Shiroki Seihai no Joou,2011,11,17,Ni no Kuni: Shiroki Seihai no Joou (Taiwan) (JA).iso
Move Fitness (Taiwan) (EN),BCAS20219,PS3,NTSC-A,EN,Move Fitness,2011,11,23,Move Fitness (Taiwan) (EN).iso
Cartoon Network: Punch Time Explosion XL (Taiwan) (EN),BCAS20221,PS3,NTSC-A,EN,Cartoon Network: Punch Time Explosion XL,2011,12,22,Cartoon Network: Punch Time Explosion XL (Taiwan) (EN).iso
Jak & Daxter  Collection (Taiwan) (EN),BCAS20222,PS3,NTSC-A,EN,Jak & Daxter  Collection,2012,2,7,Jak & Daxter  Collection (Taiwan) (EN).iso
"Final Fantasy XIII-2 Lightning Edition Ver.2 Bundle (Taiwan) (EN,JA,ZHTW)",BCAS20223,PS3,NTSC-A,"EN,JA,ZHTW",Final Fantasy XIII-2 Lightning Edition Ver.2 Bundle,2012,1,31,"Final Fantasy XIII-2 Lightning Edition Ver.2 Bundle (Taiwan) (EN,JA,ZHTW).iso"
"Final Fantasy XIII-2 (Taiwan) (EN,JA,ZHTW)",BCAS20224,PS3,NTSC-A,"EN,JA,ZHTW",Final Fantasy XIII-2,2012,1,31,"Final Fantasy XIII-2 (Taiwan) (EN,JA,ZHTW).iso"
"Final Fantasy XIII-2 (Taiwan) (EN,JA)",BCAS20225,PS3,NTSC-A,"EN,JA",Final Fantasy XIII-2,2012,1,31,"Final Fantasy XIII-2 (Taiwan) (EN,JA).iso"
All About PlayStation Game Hits Vol. 1 (Taiwan),BCAS20226,PS3,NTSC-A,,All About PlayStation Game Hits Vol. 1,,,,All About PlayStation Game Hits Vol. 1 (Taiwan).iso
BlazBlue: Continuum Shift: Extend (Taiwan) (JA),BCAS20227,PS3,NTSC-A,JA,BlazBlue: Continuum Shift: Extend,2011,12,17,BlazBlue: Continuum Shift: Extend (Taiwan) (JA).iso
Wizardry Perfect Pack (Taiwan) (JA),BCAS20228,PS3,NTSC-A,JA,Wizardry Perfect Pack,2011,12,8,Wizardry Perfect Pack (Taiwan) (JA).iso
"Gran Turismo 5 Spec II (Taiwan) (EN,ZHTW)",BCAS20229,PS3,NTSC-A,"EN,ZHTW",Gran Turismo 5 Spec II,2012,1,10,"Gran Turismo 5 Spec II (Taiwan) (EN,ZHTW).iso"
Twisted Metal (Taiwan) (EN),BCAS20230,PS3,NTSC-A,EN,Twisted Metal,2012,2,14,Twisted Metal (Taiwan) (EN).iso
Tokyo Jungle (Taiwan) (ZHTW),BCAS20233,PS3,NTSC-A,ZHTW,Tokyo Jungle,2014,,,Tokyo Jungle (Taiwan) (ZHTW).iso
"BlazBlue: Continuum Shift Extend (Taiwan) (EN,JA,ZHTW)",BCAS20234,PS3,NTSC-A,"EN,JA,ZHTW",BlazBlue: Continuum Shift Extend,2012,2,14,"BlazBlue: Continuum Shift Extend (Taiwan) (EN,JA,ZHTW).iso"
Attouteki Yuugi: Mugen Souls (Taiwan) (JA),BCAS20236,PS3,NTSC-A,JA,Attouteki Yuugi: Mugen Souls,2012,3,22,Attouteki Yuugi: Mugen Souls (Taiwan) (JA).iso
MLB 12: The Show (Taiwan) (EN),BCAS20237,PS3,NTSC-A,EN,MLB 12: The Show,2012,3,6,MLB 12: The Show (Taiwan) (EN).iso
Totori no Atelier: Arland no Renkinjutsushi 2 (Taiwan) (ZHTW),BCAS20239,PS3,NTSC-A,ZHTW,Totori no Atelier: Arland no Renkinjutsushi 2,2021,,,Totori no Atelier: Arland no Renkinjutsushi 2 (Taiwan) (ZHTW).iso
Meruru no Atelier: Arland no Renkinjutsushi 3 (Taiwan) (ZHTW),BCAS20240,PS3,NTSC-A,ZHTW,Meruru no Atelier: Arland no Renkinjutsushi 3,2021,,,Meruru no Atelier: Arland no Renkinjutsushi 3 (Taiwan) (ZHTW).iso
Brave: The Video Game (Taiwan) (ZHTW),BCAS20242,PS3,NTSC-A,ZHTW,Brave: The Video Game,2014,1,1,Brave: The Video Game (Taiwan) (ZHTW).iso
"Lollipop Chainsaw (Taiwan) (EN,JA)",BCAS20243,PS3,NTSC-A,"EN,JA",Lollipop Chainsaw,2012,6,11,"Lollipop Chainsaw (Taiwan) (EN,JA).iso"
Chou Jigen Game Neptune mk2 (Taiwan) (ZHTW),BCAS20244,PS3,NTSC-A,ZHTW,Chou Jigen Game Neptune mk2,2014,,,Chou Jigen Game Neptune mk2 (Taiwan) (ZHTW).iso
AquaPazza: AquaPlus Dream Match (Taiwan) (ZHTW),BCAS20245,PS3,NTSC-A,ZHTW,AquaPazza: AquaPlus Dream Match,2014,,,AquaPazza: AquaPlus Dream Match (Taiwan) (ZHTW).iso
The Ratchet & Clank Trilogy: Classics HD (Taiwan) (ZHTW),BCAS20246,PS3,NTSC-A,ZHTW,The Ratchet & Clank Trilogy: Classics HD,2014,,,The Ratchet & Clank Trilogy: Classics HD (Taiwan) (ZHTW).iso
Tales of Vesperia (PlayStation 3 the Best) (Taiwan) (ZHTW),BCAS20248,PS3,NTSC-A,ZHTW,Tales of Vesperia (PlayStation 3 the Best),2014,,,Tales of Vesperia (PlayStation 3 the Best) (Taiwan) (ZHTW).iso
Damage Inc.: Pacific Squadron WWII (Taiwan) (ZHTW),BCAS20249,PS3,NTSC-A,ZHTW,Damage Inc.: Pacific Squadron WWII,2014,,,Damage Inc.: Pacific Squadron WWII (Taiwan) (ZHTW).iso
Sleeping Dogs (Taiwan) (ZHTW),BCAS20250,PS3,NTSC-A,ZHTW,Sleeping Dogs,2014,,,Sleeping Dogs (Taiwan) (ZHTW).iso
Persona 4: The Ultimate in Mayonaka Arena (Taiwan) (ZHTW),BCAS20251,PS3,NTSC-A,ZHTW,Persona 4: The Ultimate in Mayonaka Arena,2014,,,Persona 4: The Ultimate in Mayonaka Arena (Taiwan) (ZHTW).iso
Kami Jigen Game Neptune V (Taiwan) (ZHTW),BCAS20252,PS3,NTSC-A,ZHTW,Kami Jigen Game Neptune V,2014,,,Kami Jigen Game Neptune V (Taiwan) (ZHTW).iso
PlayStation All-Stars Battle Royale (Taiwan) (ZHTW),BCAS20253,PS3,NTSC-A,ZHTW,PlayStation All-Stars Battle Royale,2014,,,PlayStation All-Stars Battle Royale (Taiwan) (ZHTW).iso
Sports Champions 2 (Taiwan) (ZHTW),BCAS20254,PS3,NTSC-A,ZHTW,Sports Champions 2,2014,1,1,Sports Champions 2 (Taiwan) (ZHTW).iso
Sleeping Dogs (Taiwan) (ZHTW),BCAS20255,PS3,NTSC-A,ZHTW,Sleeping Dogs,2014,,,Sleeping Dogs (Taiwan) (ZHTW).iso
Muv-Luv (Taiwan) (ZHTW),BCAS20258,PS3,NTSC-A,ZHTW,Muv-Luv,2014,,,Muv-Luv (Taiwan) (ZHTW).iso
Toy Story Mania (Taiwan) (ZHTW),BCAS20259,PS3,NTSC-A,ZHTW,Toy Story Mania,2014,,,Toy Story Mania (Taiwan) (ZHTW).iso
Dream C Club: Complete Edipyon! (Taiwan) (ZHTW),BCAS20261,PS3,NTSC-A,ZHTW,Dream C Club: Complete Edipyon!,2014,,,Dream C Club: Complete Edipyon! (Taiwan) (ZHTW).iso
Kamisama to Unmei Kakumei no Paradox (Taiwan) (ZHTW),BCAS20266,PS3,NTSC-A,ZHTW,Kamisama to Unmei Kakumei no Paradox,2013,1,24,Kamisama to Unmei Kakumei no Paradox (Taiwan) (ZHTW).iso
Gran Turismo 5: 2013 Edition (Taiwan) (ZHTW),BCAS20267,PS3,NTSC-A,ZHTW,Gran Turismo 5: 2013 Edition,2014,1,1,Gran Turismo 5: 2013 Edition (Taiwan) (ZHTW).iso
Dream C Club Zero: Special Edipyon! (Taiwan) (ZHTW),BCAS20268,PS3,NTSC-A,ZHTW,Dream C Club Zero: Special Edipyon!,2014,,,Dream C Club Zero: Special Edipyon! (Taiwan) (ZHTW).iso
Tomb Raider (Taiwan) (ZHTW),BCAS20272,PS3,NTSC-A,ZHTW,Tomb Raider,2014,,,Tomb Raider (Taiwan) (ZHTW).iso
Kingdom Hearts HD 1.5 ReMIX (Taiwan) (ZHTW),BCAS20273,PS3,NTSC-A,ZHTW,Kingdom Hearts HD 1.5 ReMIX,2014,,,Kingdom Hearts HD 1.5 ReMIX (Taiwan) (ZHTW).iso
Disgaea D2 (Taiwan) (ZHTW),BCAS20274,PS3,NTSC-A,ZHTW,Disgaea D2,2014,,,Disgaea D2 (Taiwan) (ZHTW).iso
MLB 13: The Show (Taiwan) (ZHTW),BCAS20275,PS3,NTSC-A,ZHTW,MLB 13: The Show,2014,1,1,MLB 13: The Show (Taiwan) (ZHTW).iso
Everybody's Golf 6 (Taiwan) (ZHTW),BCAS20276,PS3,NTSC-A,ZHTW,Everybody's Golf 6,2013,,,Everybody's Golf 6 (Taiwan) (ZHTW).iso
Attouteki Yuugi: Mugen Souls Z (Taiwan) (ZHTW),BCAS20277,PS3,NTSC-A,ZHTW,Attouteki Yuugi: Mugen Souls Z,2014,,,Attouteki Yuugi: Mugen Souls Z (Taiwan) (ZHTW).iso
Best of PlayStation Network Vol. 1 (Taiwan) (ZHTW),BCAS20278,PS3,NTSC-A,ZHTW,Best of PlayStation Network Vol. 1,2014,,,Best of PlayStation Network Vol. 1 (Taiwan) (ZHTW).iso
Lightning Returns: Final Fantasy XIII (Taiwan) (ZHTW),BCAS20279,PS3,NTSC-A,ZHTW,Lightning Returns: Final Fantasy XIII,2013,11,22,Lightning Returns: Final Fantasy XIII (Taiwan) (ZHTW).iso
Z/X: Zillions of enemy X - Zekkai no Crusade (Taiwan) (ZHTW),BCAS20280,PS3,NTSC-A,ZHTW,Z/X: Zillions of enemy X - Zekkai no Crusade,2014,,,Z/X: Zillions of enemy X - Zekkai no Crusade (Taiwan) (ZHTW).iso
"Puppeteer (Taiwan) (EN,ZHTW)",BCAS20281,PS3,NTSC-A,"EN,ZHTW",Puppeteer,2013,,,"Puppeteer (Taiwan) (EN,ZHTW).iso"
Final Fantasy XIII-2 (Taiwan) (ZHTW),BCAS20283,PS3,NTSC-A,ZHTW,Final Fantasy XIII-2,2014,,,Final Fantasy XIII-2 (Taiwan) (ZHTW).iso
XBLAZE Code: Embryo (Taiwan) (ZHTW),BCAS20284,PS3,NTSC-A,ZHTW,XBLAZE Code: Embryo,2014,1,1,XBLAZE Code: Embryo (Taiwan) (ZHTW).iso
Time and Eternity (Taiwan) (ZHTW),BCAS20285,PS3,NTSC-A,ZHTW,Time and Eternity,2014,,,Time and Eternity (Taiwan) (ZHTW).iso
Final Fantasy X  (Taiwan) (ZHTW),BCAS20289,PS3,NTSC-A,ZHTW,Final Fantasy X ,2014,,,Final Fantasy X  (Taiwan) (ZHTW).iso
Dragon's Crown (Taiwan) (ZHTW),BCAS20290,PS3,NTSC-A,ZHTW,Dragon's Crown,2014,,,Dragon's Crown (Taiwan) (ZHTW).iso
Killer is Dead (Premium Edition) (Taiwan) (ZHTW),BCAS20291,PS3,NTSC-A,ZHTW,Killer is Dead (Premium Edition),2014,,,Killer is Dead (Premium Edition) (Taiwan) (ZHTW).iso
Killer is Dead (Taiwan) (ZHTW),BCAS20292,PS3,NTSC-A,ZHTW,Killer is Dead,2014,,,Killer is Dead (Taiwan) (ZHTW).iso
Arcadias no Ikusahime (Taiwan) (ZHTW),BCAS20294,PS3,NTSC-A,ZHTW,Arcadias no Ikusahime,2014,1,1,Arcadias no Ikusahime (Taiwan) (ZHTW).iso
Diablo III (Taiwan) (ZHTW),BCAS20295,PS3,NTSC-A,ZHTW,Diablo III,2014,,,Diablo III (Taiwan) (ZHTW).iso
Kingdom Hearts HD 1.5 ReMIX (Taiwan) (ZHTW),BCAS20296,PS3,NTSC-A,ZHTW,Kingdom Hearts HD 1.5 ReMIX,2014,1,1,Kingdom Hearts HD 1.5 ReMIX (Taiwan) (ZHTW).iso
Fairy Fencer F (Taiwan) (ZHTW),BCAS20297,PS3,NTSC-A,ZHTW,Fairy Fencer F,2014,,,Fairy Fencer F (Taiwan) (ZHTW).iso
Dragon's Crown (Taiwan) (ZHTW),BCAS20298,PS3,NTSC-A,ZHTW,Dragon's Crown,2014,,,Dragon's Crown (Taiwan) (ZHTW).iso
Drag-On Dragoon 3 (Taiwan) (ZHTW),BCAS20299,PS3,NTSC-A,ZHTW,Drag-On Dragoon 3,2014,,,Drag-On Dragoon 3 (Taiwan) (ZHTW).iso
"Disgaea D2: A Brighter Darkness (Japan) (EN,JA)",BCAS20301,PS3,NTSC-J,"EN,JA",Disgaea D2: A Brighter Darkness,,,,"Disgaea D2: A Brighter Darkness (Japan) (EN,JA).iso"
Disgaea D2: A Brighter Darkness (Taiwan) (ZHTW),BCAS20302,PS3,NTSC-A,ZHTW,Disgaea D2: A Brighter Darkness,2015,,,Disgaea D2: A Brighter Darkness (Taiwan) (ZHTW).iso
BlazBlue: Chrono Phantasma (Taiwan) (ZHTW),BCAS20303,PS3,NTSC-A,ZHTW,BlazBlue: Chrono Phantasma,2014,,,BlazBlue: Chrono Phantasma (Taiwan) (ZHTW).iso
Akiba's Trip 2 (Taiwan) (ZHTW),BCAS20304,PS3,NTSC-A,ZHTW,Akiba's Trip 2,2014,,,Akiba's Trip 2 (Taiwan) (ZHTW).iso
Lightning Returns: Final Fantasy XIII (Taiwan) (ZHTW),BCAS20308,PS3,NTSC-A,ZHTW,Lightning Returns: Final Fantasy XIII,2014,1,1,Lightning Returns: Final Fantasy XIII (Taiwan) (ZHTW).iso
